#DeCS_code	Term_Spanish	Term_English	MeSH_code	Synonyms
322	antagonistas adrenérgicos beta	Adrenergic beta-Antagonists	D000319	Agentes Bloqueadores Adrenérgicos beta|Agentes Bloqueadores beta-Adrenérgicos|Antagonistas beta Adrenérgicos|Antagonistas de Adrenoceptores beta|Antagonistas de beta-Adrenoceptores|Antagonistas de los Receptores beta-Adrenérgicos|Bloqueadores Adrenérgicos beta|Bloqueadores beta Adrenérgicos|Bloqueadores de los Receptores Adrenérgicos beta|Bloqueadores de los Receptores beta Adrenérgicos|Bloqueadores de los Receptores beta-Adrenérgicos|beta-Antagonistas Adrenérgicos|agentes bloqueantes adrenérgicos beta|agentes bloqueantes betaadrenérgicos|antagonistas beta-adrenérgicos|antagonistas betaadrenérgicos|antagonistas de los receptores betaadrenérgicos|beta bloqueantes|beta bloqueantes adrenérgicos|beta-bloqueantes adrenérgicos|betabloqueantes adrenérgicos|bloqueantes adrenérgicos beta|bloqueantes beta adrenérgicos|bloqueantes de los receptores adrenérgicos beta|bloqueantes de los receptores beta adrenérgicos|bloqueantes de los receptores betaadrenérgicos|bloqueantes de receptores adrenérgicos beta
323	fibras adrenérgicas	Adrenergic Fibers	D000320	fibras simpáticas
325	agonistas adrenérgicos	Adrenergic Agonists	D000322	adrenomiméticos
326	adrenocromo	Adrenochrome	D000323	-
327	adrenodoxina	Adrenodoxin	D000325	-
328	adrenoleucodistrofia	Adrenoleukodystrophy	D000326	Adrenoleucodistrofia Ligada al X|adrenoleucodistrofia ligada a X|adrenoleucodistrofia ligada al cromosoma X|adrenomieloneuropatía|complejo de Schilder-Addison
330	adsorción	Adsorption	D000327	-
331	adulto	Adult	D000328	adultos
332	publicidad como asunto	Advertising as Topic	D000329	Publicidad como Tema|telemercadotecnia
333	Aedes	Aedes	D000330	Aedes aegypti
334	aequorina	Aequorin	D000331	-
336	aerobiosis	Aerobiosis	D000332	-
337	Aeromonas	Aeromonas	D000333	-
338	aerofagia	Aerophagy	D000334	deglución de aire
339	propelentes de aerosoles	Aerosol Propellants	D000335	Propelentes de Aerosol|Propelentes en Aerosol
340	aerosoles	Aerosols	D000336	-
341	medicina aeroespacial	Aerospace Medicine	D000337	medicina aeronáutica|medicina espacial
343	beta-aminoetil isotiourea	beta-Aminoethyl Isothiourea	D000338	2-Aminoetilisotiuronio Bromuro|beta-Aminoetilisotiuronio Diacetato|beta-Aminoetilisotiuronio Dihidrobromuro|bromuro de 2-aminoetilisotiuronio|diacetato de beta-aminoetilisotiuronio|dihidrobromuro de beta-aminoetilisotiuronio
344	afecto	Affect	D000339	Estado de Ánimo|Humor (Estado de Ánimo)
346	trastornos afectivos psicóticos	Affective Disorders, Psychotic	D000341	Trastornos Psicóticos de Humor|depresión reactiva psicótica|psicosis afectivas|trastornos del humor psicóticos|Trastornos Psicóticos Afectivos
347	síntomas afectivos	Affective Symptoms	D000342	Trastornos Emocionales|alexitimia|alteraciones emocionales
348	síndrome del asa aferente	Afferent Loop Syndrome	D000343	-
351	Afganistán	Afghanistan	D000346	-
352	afibrinogenemia	Afibrinogenemia	D000347	afibrinogenemia congénita|afibrinogenemia familiar|deficiencia de fibrinógeno
353	aflatoxinas	Aflatoxins	D000348	-
354	África	Africa	D000349	-
355	África Central	Africa, Central	D000350	-
356	África Oriental	Africa, Eastern	D000351	-
357	África del Norte	Africa, Northern	D000352	Maghreb|África Francesa|África Septentrional|Magreb|Norte de África|Sahara|África francófona
358	África del Sur	Africa, Southern	D000353	África Meridional|África Austral
359	África Occidental	Africa, Western	D000354	-
360	enfermedad equina africana	African Horse Sickness	D000355	peste equina
361	virus de la enfermedad equina africana	African Horse Sickness Virus	D000356	Virus de la Enfermedad de los Caballos Africanos|Virus de la Enfermedad del Caballo Africano
362	fiebre porcina africana	African Swine Fever	D000357	infección por Asfivirus|infección por el virus de la fiebre porcina africana|peste porcina africana
363	virus de la fiebre porcina africana	African Swine Fever Virus	D000358	virus de la enfermedad del jabalí
365	imagen remanente	Afterimage	D000360	postimagen
366	agammaglobulinemia	Agammaglobulinemia	D000361	hipogammaglobulinemia
367	ágar	Agar	D000362	-
369	Agaricales	Agaricales	D000363	Callampas|Champiñon|Hongos Comestibles|Seta|Agaricaceae|setas
374	ageusia	Ageusia	D000370	Ageustia|ageusia histérica|ceguera para el sabor|hipoageusia|pérdida del sentido del gusto
375	aglutinación	Agglutination	D000371	-
377	aglutininas	Agglutinins	D000373	-
378	agresión	Aggression	D000374	agresividad|comportamiento agresivo|conducta agresiva
380	agmatina	Agmatine	D000376	agmantina
381	agnosia	Agnosia	D000377	Agnosia Sensorial|Agnosia del Tacto|agnosia auditiva|agnosia digital|agnosia sensitiva|agnosia táctil|agnosia visual|astereognosia
382	conducta agonística	Agonistic Behavior	D000378	-
383	agorafobia	Agoraphobia	D000379	-
384	agranulocitosis	Agranulocytosis	D000380	granulocitopenia
385	agrafia	Agraphia	D000381	Disgrafía|agrafia pura|disgrafia
386	enfermedades de los trabajadores agrícolas	Agricultural Workers' Diseases	D000382	enfermedades de los agricultores
387	agricultura	Agriculture	D000383	-
389	ayuda a familias con hijos dependientes	Aid to Families with Dependent Children	D000385	-
390	ainhum	Ainhum	D000387	dactilólisis espontánea
391	aire	Air	D000388	-
392	aire acondicionado	Air Conditioning	D000389	Control del Clima|climatización|revitalización del aire
393	ionización del aire	Air Ionization	D000390	-
394	microbiología del aire	Air Microbiology	D000391	-
395	movimientos del aire	Air Movements	D000392	movimientos aéreos
396	contaminantes atmosféricos	Air Pollutants	D000393	contaminantes ambientales del aire|contaminantes atmosféricos ambientales|contaminantes atmosféricos del ambiente|contaminantes atmosféricos en el ambiente|contaminantes del aire|contaminantes del aire ambiental|contaminantes del aire en el ambiente|fuentes de contaminación atmosférica|fuentes de contaminación del aire
398	contaminantes atmosféricos del entorno laboral	Air Pollutants, Occupational	D000395	Contaminantes Ambientales Laborales|Contaminantes del Ambiente de Trabajo|contaminantes ambientales ocupacionales|contaminantes del aire en el entorno laboral|contaminantes ocupacionales del aire
399	contaminantes atmosféricos radiactivos	Air Pollutants, Radioactive	D000396	Contaminantes Atmosféricos Radiactivos|contaminantes atmosféricos radioactivos|contaminantes radiactivos atmosféricos|contaminantes radiactivos del aire|contaminantes radioactivos atmosféricos|contaminantes radioactivos del aire
400	contaminación del aire	Air Pollution	D000397	Contaminación Atmosférica|Polución del Aire|calidad del aire|contaminación atomosférica
401	contaminación radiactiva del aire	Air Pollution, Radioactive	D000398	contaminación del aire por radiactividad|contaminación del aire por radioactividad|contaminación radioactiva del aire
402	presión del aire	Air Pressure	D000399	-
403	sacos aéreos	Air Sacs	D000400	vejiga aérea|vejiga natatoria
405	obstrucción de las vías aéreas	Airway Obstruction	D000402	ahogo
407	ajmalina	Ajmaline	D000404	-
408	mutismo acinético	Akinetic Mutism	D000405	mutismo aquinético
409	virus de la leucemia murina AKR	AKR murine leukemia virus	D000406	virus AKR
411	alameticina	Alamethicin	D000408	-
412	alanina	Alanine	D000409	-
413	alanina transaminasa	Alanine Transaminase	D000410	Transaminasa Glutamico-Piruvica|SGPT|alanina aminotransferasa|transaminasa glutámico-pirúvica
414	alanina racemasa	Alanine Racemase	D000411	-
415	alanina-ARNt ligasa	Alanine-tRNA Ligase	D000412	Alanil T ARN Sintetasa|Alanina-RNAt Ligasa|alanil ARNt sintetasa|alanil RNAt sintetasa
418	Albania	Albania	D000415	-
419	Alberta	Alberta	D000416	-
421	albúminas	Albumins	D000418	-
422	albuminuria	Albuminuria	D000419	-
423	albuterol	Albuterol	D000420	salbutamol
424	Alcaligenes	Alcaligenes	D000421	-
425	alquimia	Alchemy	D000422	-
426	azul alcián	Alcian Blue	D000423	Azul Alciano
428	trastorno amnésico alcohólico	Alcohol Amnestic Disorder	D000425	Psicosis Amnésica Inducida por Alcohol|Síndrome Amnésico Inducido por Alcohol|amnesia alcohólica|psicosis amnésica inducida por el alcohol|síndrome amnésico inducido por el alcohol
429	aversivos del alcohol	Alcohol Deterrents	D000427	fármacos aversivos del alcohol|fármacos disuasores del consumo de alcohol|fármacos interdictores del alcohol|Disuasivos de Alcohol
431	etanol	Ethanol	D000431	alcohol|alcohol etílico
433	metanol	Methanol	D000432	alcohol metílico
434	alcohol oxidorreductasas	Alcohol Oxidoreductases	D000429	Oxidorreductasas de Alcohol
435	1-propanol	1-Propanol	D000433	alcohol propílico|n-propanol|propanol
436	delirio confusional por abstinencia alcohólica	Alcohol Withdrawal Delirium	D000430	Delirio por Abstinencia de Álcohol|Hiperactividad Autónoma Asociada a Abstinencia Alcohólica|alucinosis por abstinencia alcohólica|delirio por abstinencia alcohólica|delirium por abstinencia alcohólica|delirium tremens|hiperactividad neurovegetativa asociada con abstinencia alcohólica|síndrome confusional por abstinencia alcohólica
437	alcohólicos anónimos	Alcoholics Anonymous	D000436	-
438	bebidas alcohólicas	Alcoholic Beverages	D000434	bebidas espiritosas
439	intoxicación alcohólica	Alcoholic Intoxication	D000435	Envenenamiento Alcohólico|Envenenamiento por Alcohol|embriaguez|etilismo agudo|intoxicación etílica|intoxicación por alcohol
440	alcoholismo	Alcoholism	D000437	Envenenamiento Alcohólico Crónico|Envenenamiento por Alcohol Crónico|Trastorno del Consumo de Alcohol|abuso de alcohol|intoxicación alcohólica crónica|intoxicación crónica alcohólica|intoxicación crónica por alcohol|intoxicación por alcohol crónica|trastorno por ingesta de alcohol
441	alcoholes	Alcohols	D000438	-
442	pentanoles	Pentanols	D000439	Alcool Pentil|alcoholes amílicos|alcoholes pentílicos
443	butanoles	Butanols	D000440	alcoholes butílicos
444	hexanoles	Hexanols	D000441	alcoholes hexílicos
445	octanoles	Octanols	D000442	alcoholes octílicos
446	alcuronio	Alcuronium	D000443	alloferin|alnortoxiferina|cloruro de alcuronio|dialilnortoxiferina
447	aldehído deshidrogenasa	Aldehyde Dehydrogenase	D000444	D-Glucuronolactona Deshidrogenasa|D-glucuronolactato deshidrogenasa
448	aldehído liasas	Aldehyde-Lyases	D000446	Aldehído-Liasas
449	aldehído oxidorreductasas	Aldehyde Oxidoreductases	D000445	-
450	aldehídos	Aldehydes	D000447	-
451	aldicarb	Aldicarb	D000448	-
453	aldosterona	Aldosterone	D000450	-
454	antagonistas de receptores de mineralocorticoides	Mineralocorticoid Receptor Antagonists	D000451	Antagonistas de Aldosterona|antagonistas de la aldosterona|antialdosterónicos
455	aldrina	Aldrin	D000452	Aldrina|aldrín
459	Medicago sativa	Medicago sativa	D000455	Alfalfa|Mielga (Planta)
462	Phaeophyta	Phaeophyta	D000459	Algas Pardas|Feoficeas|Phaeophyceae
463	Chlorophyta	Chlorophyta	D000460	Clorofitina|Clorófitas|Chlorophytina|algas verdes|clorofitas
464	Rhodophyta	Rhodophyta	D000461	Rodoficeas|Rodofitas|Rodophyceae|algas rojas
465	Argelia	Algeria	D000462	-
467	alginatos	Alginates	D000464	Alginato Potásico|Alginato de Bario|Sal Sódica del Poli (Ácido Manurónico)|Sal de Bario del Ácido Algínico|Sal de Calcio del Ácido Algínico|Sal de Cobre del Ácido Algínico|Sal de Potasio del Ácido Algínico|Sal de Sodio del Ácido Algínico|Alloid G|Calginat|Kalrostat|Kalrostat 2|Kaltostat|Vocoloid|Xantalgin|alginato|alginato bárico|alginato cálcico|alginato cálcico y sódico|alginato de calcio|alginato de calcio y sodio|alginato de cobre|alginato de potasio|alginato de sodio|alginato sódico|sal de bario del ácido algínico|sal de calcio del ácido algínico|sal de cobre del ácido algínico|sal de potasio del ácido algínico|sal de sodio del ácido algínico|sal sódica del poli(ácido manurónico)
468	alcadienos	Alkadienes	D000466	diolefinas|pentadienos
470	álcalis	Alkalies	D000468	Álcali|bases|sustancias alcalinas|sustancias básicas|álcali
471	fosfatasa alcalina	Alkaline Phosphatase	D000469	-
472	alcaloides	Alkaloids	D000470	Alcaloides Vegetales|alcaloides de plantas
473	alcalosis	Alkalosis	D000471	-
474	alcalosis respiratoria	Alkalosis, Respiratory	D000472	-
475	alcanos	Alkanes	D000473	-
476	alcaptonuria	Alkaptonuria	D000474	acidura homogentísica
477	alquenos	Alkenes	D000475	olefinas|pentenos
479	alquilantes	Alkylating Agents	D000477	Agentes Alcoylantes|agentes alquilantes
480	alquilación	Alkylation	D000478	-
481	compuestos de alquilmercurio	Alkylmercury Compounds	D000479	alquilmercuriales|compuestos alquilo de mercurio
482	alquinos	Alkynes	D000480	compuestos acetilénicos
483	alantoína	Allantoin	D000481	-
484	alantoides	Allantois	D000482	-
485	alelos	Alleles	D000483	alelomorfos
488	alergia e inmunología	Allergy and Immunology	D000486	Alergoinmunología|Alergología e Inmunología|Inmunoalergología|Inmunología y Alergología|alergología|inmunología
489	aletrina	Allethrin	D000487	-
490	técnicos medios en salud	Allied Health Personnel	D000488	Asistentes de Salud|Trabajadores de Apoyo de la Salud|Técnicos en Salud|auxiliares de clínica|paramédico|paramédicos|personal paramédico|profesionales paramédicos|técnicos sanitarios auxiliares
491	caimanes y cocodrilos	Alligators and Crocodiles	D000489	caimanes|cocodrilos
494	alofanato hidrolasa	Allophanate Hydrolase	D000492	alofanato-hidrolasa
497	regulación alostérica	Allosteric Regulation	D000494	-
498	sitio alostérico	Allosteric Site	D000495	Sitios Alostéricos
499	aloxano	Alloxan	D000496	Aloxana
500	aleaciones	Alloys	D000497	-
501	compuestos alílicos	Allyl Compounds	D000498	compuestos de alilo
502	alilamina	Allylamine	D000499	3-aminopropileno
503	alilestrenol	Allylestrenol	D000500	-
504	alilglicina	Allylglycine	D000501	-
505	alilisopropilacetamida	Allylisopropylacetamide	D000502	-
506	almanaques como asunto	Almanacs as Topic	D000503	Almanaques como Tema
507	Aloe	Aloe	D000504	Zabila|Aloe vera
508	alopecia	Alopecia	D000505	Calvicie Femenina|Pérdida de Cabello|alopecia androgenética|alopecia androgénica|calvicie|calvicie masculina|pseudopelada
509	alopecia areata	Alopecia Areata	D000506	-
511	Alouatta	Alouatta	D000508	Mono Aullador
512	alfa-amilasas	alpha-Amylases	D000516	Amilasa alfa|Amilasa-alfa|Amilasas alfa|Amilasas-alfa|alfa Amilasa|alfa Amilasas|alfa-Amilasa|taca amilasa A|taka-amilasa A
515	alfa-clorhidrina	alpha-Chlorohydrin	D000517	clorhidrina alfa
520	alfa-glucosidasas	alpha-Glucosidases	D000520	Lisosoma alfa-Glucosidasa|Maltasa Ácida|alfa-glucosidasa lisosómica|glucosidasas alfa|maltasa ácida|maltasas
522	partículas alfa	Alpha Particles	D000512	Radiaciones alfa|rayos alfa
523	ritmo alfa	Alpha Rhythm	D000513	electroencefalografía, ritmo alfa|ritmo alfa del EEG
524	enzima ramificadora de 1,4-alfa-glucano	1,4-alpha-Glucan Branching Enzyme	D015061	Enzima Ramificadora de Amilopectina|Enzima Ramificadora de Glucógeno|enzima Q|enzima ramificadora|enzima ramificadora de la amilopectina|enzima ramificadora del glucógeno
525	alfaprodina	Alphaprodine	D000522	alfa-Prodina|prodina
528	alprenolol	Alprenolol	D000526	-
529	Alternaria	Alternaria	D000528	-
530	mezcla de alfaxalona y alfadolona	Alfaxalone Alfadolone Mixture	D000530	Mezcla de Alfaxalona Alfadolona
531	altitud	Altitude	D000531	-
532	mal de altura	Altitude Sickness	D000532	Hipoxia de Altitud|enfermedad de la altura|enfermedad de la montaña|mal de las alturas
533	altruismo	Altruism	D000533	humanitarismo
534	compuestos de alumbre	Alum Compounds	D000534	Compuestos de Sulfato de Aluminio
536	aluminio	Aluminum	D000535	aluminio-27
537	hidróxido de aluminio	Aluminum Hydroxide	D000536	Alumina Hidratada|alúmina hidratada|gel de hidróxido de aluminio
538	óxido de aluminio	Aluminum Oxide	D000537	Alumina|alúmina
539	silicatos de aluminio	Aluminum Silicates	D000538	-
540	procesos alveolares	Alveolar Process	D000539	Procesos Alveolares|apófisis alveolares|cresta alveolar|Proceso Alveolar
541	aumento de la cresta alveolar	Alveolar Ridge Augmentation	D000540	aumento del reborde alveolar|aumento del reborde mandibular|aumento del reborde maxilar
542	alveolectomía	Alveolectomy	D000541	-
543	alveolitis alérgica extrínseca	Alveolitis, Extrinsic Allergic	D000542	Neumonitis Hipersensitiva|neumonitis por hipersensibilidad
544	alveoloplastia	Alveoloplasty	D000543	-
545	enfermedad de Alzheimer	Alzheimer Disease	D000544	Demencia Senil Aguda Confusa|Demencia Senil Tipo Alzheimer|Demencia Tipo Alzheimer|Mal de Alzheimer|demencia de Alzheimer|demencia de tipo Alzheimer|demencia presenil de Alzheimer|demencia senil|demencia senil de tipo Alzheimer|demencia senil delirante aguda
546	amanitinas	Amanitins	D000546	-
548	Amanita	Amanita	D000545	-
549	colorante de amaranto	Amaranth Dye	D000548	colorante rojo No. 2
550	cloruro de ambenonio	Ambenonium Chloride	D000549	-
553	ambroxol	Ambroxol	D000551	Bromhexina Metabolina VIII|metabolito VIII de la bromhexina
555	asistencia ambulatoria	Ambulatory Care	D000553	Atención de Emergencia|Atención de Emergencias|Atención de Urgencia|Atención de Urgencias|Atención en Emergencias|Cuidados de Pacientes Externos|Servicios Sanitarios Ambulatorios|Servicios de Salud para Pacientes Externos|Servicios para Pacientes de Ambulatorio|Visitas Clínicas|atención a pacientes externos|atención ambulatoria|cuidados ambulatorios|servicios ambulatorios|servicios ambulatorios de salud|servicios de salud ambulatorios
556	centros de atención ambulatoria	Ambulatory Care Facilities	D000554	Actividades Clínicas|Centros de Salud Ambulatoria|Clínicas Autoestables|Clínicas de Pacientes Externos|centro sanitarios ambulatorios|centros de planificación familiar|centros de salud ambulatorios|clínicas ambulatorias|clínicas independientes|clínicas para pacientes externos|dispensarios de salud|dispensarios médicos|Instituciones de Atención Ambulatoria
557	procedimientos quirúrgicos ambulatorios	Ambulatory Surgical Procedures	D000556	Cirugía del Paciente Externo|Cirugía en el Consultorio|cirugía ambulatoria|cirugía de día|cirugía en consultorio|ciurgía en la consulta
558	Ambystoma	Ambystoma	D000557	Amblystoma|Ambystoma tigrinum
559	Ambystoma mexicanum	Ambystoma mexicanum	D000558	axolotl
560	Ambystomatidae	Ambystomatidae	D000559	salamandra manchada
